kode,kode_wilayah,wilayah,sektor,nama_sektor,kecamatan,kode_lurah,Kelurahan,kode_panggil,nama_bangunan,jumlah,peruntukan,status,alamat_lengkap,telepon,kode_pos,tahun_pembangunan,luas_tanah_m2,luas_bangunan_m2,tahun_rehab_terakhir,nilai_pembaruan_rehab_tahun_2008,rincian_rehab_pembangunan,keterangan,Latitude,Longitude
1.1,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,1,Sektor Gambir,Gambir,1,Duri Pulo ,1.1,Kantor Sudin Jakarta Pusat,1,Kantor Sudin,Dijaga,Jl. KH. Zainul Arifin No. 71,021 6344215,,,,,,,,,-6.161295,106.809519
1.11.2,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,1,Sektor Gambir,Gambir,2,Cideng,1.11.2,Pos Jati Baru/ Pos Cideng,1,Pos Pemadam,Dijaga,Jl Taman Jati Baru RT003/RW001,,10150,1976,120,1 lantai 99,2005,13751900,"Torn Air, Pompa Sanyo, Pengecetan, Kusen kusen.",,-6.188489,106.813137
1.11.3,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,1,Sektor Gambir,Gambir,3,Gambir ,1.11.3,Pos Set Neg,1,Pos Pemadam,Dijaga,Jl. Veteran,,10110,,,,,,,Gedung Set  Neg Milik Balaikota,-6.168452,106.821446
1.11.4,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,1,Sektor Gambir,Gambir,3,Gambir ,1.11.4,Pos Balaikota,1,Pos Pemadam,Dijaga,Jl. Merdeka Selatan,021 3822884,10110,1985,110,1 lantai 110,2000,,,,-6.180704,106.828174
1.11.5,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,1,Sektor Gambir,Gambir,4,Kebon Kelapa ,1.11.5,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10120,,,,,,,,,
1.11.6,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,1,Sektor Gambir,Gambir,5,Petojo Utara,1.11.6,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10130,,,,,,,,,
1.11.7,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,1,Sektor Gambir,Gambir,6,Petojo Selatan ,1.11.7,Pos Walikota,1,Pos Pemadam,Dijaga,Jl. Tanah Abang  I,,10160,1980,110,1 lantai 99,2005,7805638,"Pemasangan Pompa Air, Internit, dan Pengecatan.",,-6.17302,106.819007
1.12.1,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,2,Sektor Tanah Abang,Tanah Abang,7,Kampung Bali ,1.12.1,Pos Tanah Abang / Pos Kampung Bali,1,Pos Pemadam,Dijaga,Jl. Fachrudin,,10250,2007,140,2 lantai 180,,,,,-6.188499,106.813882
1.12.2,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,2,Sektor Tanah Abang,Tanah Abang,8,Kebon Melati ,1.12.2,Pos Kebon Melati,1,Pos Pemadam,Dijaga,"Jl. H. Awaludin, RT001/RW017",,10230,1981,210,1 lantai 99,2005,21176900,"Ganti Kusen, Internit, Pengecatan, Pasang Pompa Sanyo, dan pintu.",,-6.200265,106.814586
1.12.3,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,2,Sektor Tanah Abang,Tanah Abang,9,Kebon Kacang ,1.12.3,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10240,,,,,,,,,
1.12.4,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,2,Sektor Tanah Abang,Tanah Abang,10,Bendungan Hilir ,1.12.4,Pos Ben Hil,1,Pos Pemadam,Dijaga,Jl. Penjernihan Raya,,10210,1977,243,1 lantai 99,2007,24634800,"Ganti kusen aluminium, internit, tambah daya listrik, dan pengecatan.",,-6.201563,106.808544
1.12.5,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,2,Sektor Tanah Abang,Tanah Abang,11,Gelora ,1.12.5,Pos MPR / DPR,1,Pos Pemadam,Dijaga,"Komp. Gedung MPR/DPR, RT002/RW003, Jl. Gatot Subroto",,10270,1993,75,1 lantai 75,1998,,,Milik MPR / DPR,-6.210232,106.800158
1.12.6,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,2,Sektor Tanah Abang,Tanah Abang,12,Karet Tengsin,1.12.6,Pos Karet ,0,Belum ada Pos/Sektor,None,Jl. Penjernihan Raya RT015/RW006,,10220,,,,,,,,-6.201481,106.808393
1.12.7,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,2,Sektor Tanah Abang,Tanah Abang,13,Petamburan ,1.12.7,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10260,,,,,,,,,
1.13.1,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,3,Sektor Menteng,Menteng,14,Menteng ,1.13.1,Pos TIM,0,Belum ada Pos/Sektor,None,,,10310,,,,,,,,,
1.13.2,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,3,Sektor Menteng,Menteng,15,Pegangsaan ,1.13.2,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10320,,,,,,,,,
1.13.3,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,3,Sektor Menteng,Menteng,16,Cikini ,1.13.3,Pos T I M/ Pos Cikini,1,Pos Pemadam,Dijaga,"Gd TIM, Jl. Cikini Raya",,10330,1958,99,1 lantai 99,2007,49514300,"Tambah ruang istirahat, ganti kusen, internit dan pengecatan.",Tanah Milik TIM,-6.190298,106.838195
1.13.4,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,3,Sektor Menteng,Menteng,17,Gondangdia ,1.13.4,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10350,,,,,,,,,
1.13.5,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,3,Sektor Menteng,Menteng,18,Kebon Sirih ,1.13.5,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10340,,,,,,,,,
1.14,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,4,Sektor Johar Baru,Johar Baru,19,Johar Baru ,1.14,Kantor Sektor Johar Baru,1,Kantor Sektor,Dijaga,Jl. Johar Baru Utara I,021 4200508,10560,2004,500,2 lantai 480,,1376434000,Pembangunan Baru,,-6.182116,106.85614
1.14.2,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,4,Sektor Johar Baru,Johar Baru,20,Kampung Rawa ,1.14.2,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10550,,,,,,,,,
1.14.3,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,4,Sektor Johar Baru,Johar Baru,21,Galur ,1.14.3,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10530,,,,,,,,,
1.14.4,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,4,Sektor Johar Baru,Johar Baru,22,Tanah Tinggi ,1.14.4,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10540,,,,,,,,,
1.15,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,5,Sektor Cempaka Putih,Cempaka Putih,24,Cempaka Putih Timur ,1.15,Kantor Sektor Cempaka Putih,1,Kantor Sektor,Dijaga,"Jl. Komplek Rawakerbo, Rawasari RT012/RW002",021 42802686,10510,2009,,,,,,,-6.185271,106.873802
1.15.2,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,5,Sektor Cempaka Putih,Cempaka Putih,25,Cempaka Putih Barat ,1.15.2,Pos Cempaka Putih,1,Pos Pemadam,Dijaga,Jl. Cempaka Putih Barat Raya  ,,10520,1992,280,1 lantai 99,2005,115412000,"Tambah ruang istirahat,  pengecatan.internit, dan kusen  kusen.",,-6.175091,106.859927
1.15.3,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,5,Sektor Cempaka Putih,Cempaka Putih,23,Rawasari ,1.15.3,Pos Rawa Kebo,0,Belum ada Pos/Sektor,None,,,10570,,,,,,,,,
1.16.1,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,6,Sektor Kemayoran,Kemayoran,26,Kemayoran ,1.16.1,Kantor Sektor Kemayoran,1,Kantor Sektor,Dijaga,"Jl. Angkasa Pura Raya Blok BII No. 3, Kota Baru Bandar Kemayoran",021 65866642,10620,2004,1500,3 lantai 720,,2354672000,Pembangunan Baru,,-6.155115,106.842701
1.16.2,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,6,Sektor Kemayoran,Kemayoran,27,Gunung Sahari Selatan ,1.16.2,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10610,,,,,,,,,
1.16.3,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,6,Sektor Kemayoran,Kemayoran,28,Kebon Kosong ,1.16.3,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10630,,,,,,,,,
1.16.4,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,6,Sektor Kemayoran,Kemayoran,29,Serdang ,1.16.4,Pos Serdang,1,Pos Pemadam,Dijaga,Jl. Lapangan Poros Raya RT006/RW004,,10650,1990,270,1 lanati 99,2005,704999000,"Bongkar kap.ganti genteng, kusenkusen pintu, dan pengecatan.",,-6.162316,106.863295
1.16.5,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,6,Sektor Kemayoran,Kemayoran,30,Harapan Mulia ,1.16.5,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10640,,,,,,,,,
1.16.6,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,6,Sektor Kemayoran,Kemayoran,31,Utan Panjang ,1.16.6,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10650,,,,,,,,,
1.16.7,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,6,Sektor Kemayoran,Kemayoran,32,Cempaka Baru ,1.16.7,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10640,,,,,,,,,
1.16.8,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,6,Sektor Kemayoran,Kemayoran,33,Sumur Batu,1.16.8,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10640,,,,,,,,,
1.17.1,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,7,Sektor Senen,Senen,34,Bungur ,1.17.1,Pos Bungur,1,Pos Pemadam,Dijaga,Jl. Bungur Besar Raya,,10460,1963,135,1 lantai 99,2005,64856000,"Bongkar talang datar,ganti asbes, kusen  kusen, internit, dan pengecatan.",,-6.162417,106.840237
1.17.2,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,7,Sektor Senen,Senen,35,Kenari ,1.17.2,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10430,,,,,,,,,
1.17.3,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,7,Sektor Senen,Senen,36,Paseban ,1.17.3,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10440,,,,,,,,,
1.17.4,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,7,Sektor Senen,Senen,37,Kramat ,1.17.4,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10450,,,,,,,,,
1.17.5,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,7,Sektor Senen,Senen,38,Kwitang ,1.17.5,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10420,,,,,,,,,
1.17.6,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,7,Sektor Senen,Senen,39,Senen ,1.17.6,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10410,,,,,,,,,
1.18.1,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,8,Sektor Sawah Besar,Sawah Besar,40,Mangga Dua Selatan ,1.18.1,Kantor sektor Mangga Dua,1,Kantor Sektor,Dijaga,Jl. Mangga Dua Dalam I,021 62203617,10730,2006,920,2 lantai 480,,1600000000,Pembangunan Baru,,-6.137597,106.827236
1.18.2,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,8,Sektor Sawah Besar,Sawah Besar,41,Pasar Baru ,1.18.2,Pos Pasar Baru,1,Pos Pemadam,Dijaga,Jl. Lautze RT012/RW005,,10750,1962,160,1 lantai 99,2007,24689900,"Bongkar talang datar, kusen  kusen, internit, dan pengecatan.",,-6.157657,106.834401
1.18.3,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,8,Sektor Sawah Besar,Sawah Besar,42,Gunung Sahari Utara ,1.18.3,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10720,,,,,,,,,
1.18.4,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,8,Sektor Sawah Besar,Sawah Besar,43,Karang Anyar ,1.18.4,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10740,,,,,,,,,
1.18.5,1,Sudin DamkarPB Kota Administrasi Jakarta Pusat,8,Sektor Sawah Besar,Sawah Besar,44,Kartini,1.18.5,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,10710,,,,,,,,,
2.1,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,1,Sektor Cilincing,Cilincing,1,Semper Barat,2.1,Sudin Baru,1,Kantor Sudin,Dijaga,Jl. Pemadam Kebakaran No. 113,,14130,2006,17000,4 Lantai : 844,,,Pembangunan dilaksanakan oleh Dinas Pemadam Kebakaran Prov DKI Jakarta ,,-6.127838,106.926654
2.11.1,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,1,Sektor Cilincing,Cilincing,1,Semper Barat,2.11.1,Pos Pemadam Semper ,1,Pos Pemadam,Tidak Dijaga,"Asrama Pemadam Semper Barat, Jl. Semper Barat RT002/RW017",,14130,1981,315,1 Lantai :143,,,,Rusak dan kebanjiran  Pertimbangan deket sudin Baru,-6.12941,106.927275
2.11.2,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,1,Sektor Cilincing,Cilincing,2,Kalibaru,2.11.2,Pos Pemadam Rorotan,1,Pos Pemadam,Dijaga,Jl. Kalibaru Timur IX,,14110,1979,312,1 Lantai :143,,,,Rusak,,
2.11.3,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,1,Sektor Cilincing,Cilincing,3,Rorotan,2.11.3,Pos Pemadam Kalibaru,1,Pos Pemadam,Dijaga,Jl. Pinus Raya Komp. Green Garden,,14140,1982,560,1 Lantai :143,,,,Rusak / atap bocor,-6.101846,106.926412
2.11.4,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,1,Sektor Cilincing,Cilincing,4,Sukapura,2.11.4,Pos Pemadam Gading Griya/ Pos Sukapura,1,Pos Pemadam,Dijaga,"Perum Gading Griya Lestari, Jl. Belimbing RT012/RW005",,14140,2004,560,1 Lantai :143,2008,287000000,Rehap Pos Pemadam,Rusak dan Kebanjiran,-6.122306,106.86921
2.11.5,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,1,Sektor Cilincing,Cilincing,5,Cilincing,2.11.5,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,14120,,,,,,,,,
2.11.6,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,1,Sektor Cilincing,Cilincing,6,Semper Timur,2.11.6,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,14130,,,,,,,,,
2.11.7,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,1,Sektor Cilincing,Cilincing,7,Marunda,2.11.7,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,14150,,,,,,,,,
2.12.1,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,2,Sektor Koja,Koja,8,Rawa Badak Utara,2.12.1,Pos Permai,1,Kantor Sektor,Tidak Dijaga,"Jl. Anggrek No. 1, Permai RT001/RW012",,14230,1975,,2 Lantai : 452,2005,203188696,Rehap Gudang dan pengecatan,Rusak dan Banjir,-6.11517,106.893385
2.12.2,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,2,Sektor Koja,Koja,9,Koja,2.12.2,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,14210,,,,,,,,,
2.12.3,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,2,Sektor Koja,Koja,10,Rawa Badak Selatan,2.12.3,Sektor II Permai,0,Belum ada Pos/Sektor,None,,,14230,,,,,,,,,
2.12.4,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,2,Sektor Koja,Koja,11,Lagoa,2.12.4,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,14270,,,,,,,,,
2.12.5,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,2,Sektor Koja,Koja,12,Tugu Utara,2.12.5,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,14260,,,,,,,,,
2.12.6,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,2,Sektor Koja,Koja,13,Tugu Selatan,2.12.6,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,14260,,,,,,,,,
2.13.1,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,3,Sektor Tanjung Priok,Tanjung Priok,14,Tanjung Priok,2.13.1,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,14310,,,,,,,,,
2.13.2,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,3,Sektor Tanjung Priok,Tanjung Priok,15,Sunter Agung,2.13.2,Pos Pemadam Podomoro/ Pos Sunter Agung,1,Pos Pemadam,Dijaga,Jl. Agung Tengah,,14350,1982,210,1 Lantai :143,2004,287000000,"Rehap pos pemadam , peninggian lantai 80 cm",,-6.144844,106.864574
2.13.3,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,3,Sektor Tanjung Priok,Tanjung Priok,16,Sungai Bambu,2.13.3,Pos Pemadam Gaya Motor/ Pos Sungai Bambu,0,Pos Pemadam,Dijaga,Jl. Gaya Motor ,,14350,,210,1 Lantai :143,,,,Milik PT Gaya Motor,-6.134057,106.882354
2.13.4,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,3,Sektor Tanjung Priok,Tanjung Priok,17,Kebon Bawang ,2.13.4,Pos Walikota,1,Pos Pemadam,Tidak Dijaga,Kantor Walikota,,14320,,,,,,,Milik Walikota (belum dijaga),,
2.13.5,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,3,Sektor Tanjung Priok,Tanjung Priok,18,Warakas,2.13.5,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,14340,,,,,,,,,
2.13.6,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,3,Sektor Tanjung Priok,Tanjung Priok,19,Papanggo,2.13.6,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,14340,,,,,,,,,
2.13.7,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,3,Sektor Tanjung Priok,Tanjung Priok,20,Sunter Jaya,2.13.7,Belum Tersedia,0,Belum ada Pos/Sektor,None,,,14350,,,,,,,,,
2.14.1,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,4,Sektor Kelapa Gading,Kelapa Gading,21,Kelapa Gading Barat,2.14.1,Pos Pemadam Kelapa Gading,1,Pos Pemadam,Dijaga,Jl. Pelepah Indah LC 3,,14240,1995,560,1 Lantai :143,,,,Rusak / atap bocor,-6.157145,106.904022
2.14.2,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,4,Sektor Kelapa Gading,Kelapa Gading,22,Pegangsaan Dua,2.14.2,Pos Pemadam Pegangsaan Dua,1,Pos Pemadam,Dijaga,Jl. Taman Pegangsaan Indah,,14250,1990,535,1 Lantai :143,,,,Rusak Berat,-6.166505,106.920109
2.14.3,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,4,Sektor Kelapa Gading,Kelapa Gading,23,Kelapa Gading Timur,2.14.3,Kantor Sektor Kelapa Gading,1,Kantor Sektor,Dijaga,"Jl. Komp. HI Blok A No. I, Kelapa Gading Timur",,14240,,,,,,,,-6.157145,106.904022
2.15,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,5,Sektor Pademangan,Pademangan,24,Ancol,2.15,Kantor Sektor Ancol,1,Kantor Sektor,Dijaga,Jl. Ancol Barat VII,,14430,2005,1040,1 Lantai :324,2005,2738506500,Pembangunan Kantor Sektor       ( Peningkatan Pos Menjadi Kantor Sektor ),Belumada mesin penjemur selang,-6.123585,106.818068
2.15.1,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,5,Sektor Pademangan,Pademangan,24,Ancol,2.15.1,Pos Pemadam Bina Ria Ancol,0,Pos Pemadam,Dijaga,Jl. Lodan Timur V,,14430,,510,1 Lantai :143,,,,Milik PT Ancol,-6.129495,106.832978
2.15.2,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,5,Sektor Pademangan,Pademangan,25,Pademangan Timur,2.15.2,Pos Pemadam Pademangan Timur,1,Pos Pemadam,Dijaga,Jl.Pademangan IX,,14410,1990,165,1 Lantai :143,2008,275960000,Rehap Pos Pemadam dan Peninggian,,-6.143854,106.843381
2.15.3,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,5,Sektor Pademangan,Pademangan,26,Pademangan Barat,2.15.3,Pos Pemadam Pademangan Barat,1,Pos Pemadam,Dijaga,Jl. Budi Mulya Raya,,14420,1985,597,1 Lantai :143,,,,Rusak Sedang,-6.132921,106.840079
2.16.1,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,6,Sektor Penjaringan,Penjaringan,27,Pejagalan,2.16.1,Pos Pemadam Teluk Gong/ Pos Pejagalan,1,Pos Pemadam,Dijaga,Jl. Taman Permata Indah RW014,,14450,1983,315,1 Lantai :143,2007,445423050,Rehap Pos Pemadam dan peninggian,,-6.142992,106.776542
2.16.2,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,6,Sektor Penjaringan,Penjaringan,28,Penjaringan,2.16.2,Pos Pemadam Muara Baru,1,Pos Pemadam,Dijaga,Jl. Pelabuhan Perikanan,,14440,1997,304,1 Lantai :143,,,,Rusak dan Banjir,-6.104681,106.801816
2.16.3,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,6,Sektor Penjaringan,Penjaringan,28,Penjaringan,2.16.3,Pos Pemadam Penjaringan,0,Pos Pemadam,Dijaga,Jl. Tanah Merah ,,14440,1990,510,1 Lantai :143,2007,397770550,Rehap Pos Pemadam dan Peninggian,,-6.133698,106.808552
2.16.4,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,6,Sektor Penjaringan,Penjaringan,28,Penjaringan,2.16.4,Pos Pemadam Kamal Muara,1,Pos Pemadam,Dijaga,Jl. Pelabuhan Perikanan,,14440,1997,304,1 Lantai :143,,,,Rusak dan Banjir,,
2.16.5,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,6,Sektor Penjaringan,Penjaringan,29,Kapuk Muara,2.16.5,Pos Pemadam Kapuk Muara,1,Pos Pemadam,Tidak Dijaga,Jl. Komp Pergudangan ,,14460,1990,462,1 Lantai :143,,,,Rusak Berat dikarenakan Banjir / tidak dijaga,,
2.16.6,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,6,Sektor Penjaringan,Penjaringan,31,Pluit,2.16.6,Pos Pluit,1,Pos Pemadam,Dijaga,Jl. Pluit Barat Terusan,,14450,1984,410,1 Lantai :143,2006,435951474,Rehap Pos Pemadam dan peninggian lantai 120 cm,,,
2.16.7,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,6,Sektor Penjaringan,Penjaringan,31,Pluit,2.16.7,Pos Pemadam Muara Angke,0,Pos Pemadam,Dijaga,Jl. Dermaga Pelabuhan,,14450,1975,425,1 Lantai :143,2005,251025053,"Rehap Pos Pemadam, Pagar dan Peninggianlantai 150 cm",,-6.108394,106.773679
2.16.8,2,Sudin DamkarPB Kota Administrasi Jakarta Utara,6,Sektor Penjaringan,Penjaringan,31,Pluit,2.16.8,Pos Pantai Indah Kapuk,0,Pos Pemadam,Tidak Dijaga,Perumahan Pantai Indah Kapuk,,14450,,,,,,,,,
